1736273823184, 100000
1736273823284, 100000
1736273823384, 100000
1736273823484, 100000
1736273823584, 100000
1736273823684, 100000
1736273823784, 100000
1736273823884, 100000
1736273823984, 100000
1736273824084, 100000
1736273824184, 100000
1736273824284, 105000
1736273824384, 105000
1736273824484, 109674
1736273824584, 109674
1736273824684, 109674
1736273824784, 112208
1736273824884, 112208
1736273824984, 113938
1736273825084, 113938
1736273825184, 115696
1736273825284, 115696
1736273825384, 115696
1736273825484, 118378
1736273825584, 118378
1736273825684, 120204
1736273825784, 120204
1736273825884, 122058
1736273825984, 122058
1736273826084, 122058
1736273826184, 124898
1736273826284, 124898
1736273826384, 124898
1736273826484, 127794
1736273826584, 127794
1736273826684, 129765
1736273826784, 129765
1736273826884, 131767
1736273826984, 131767
1736273827084, 131767
1736273827184, 134812
1736273827284, 134812
1736273827384, 136892
1736273827484, 136892
1736273827584, 136892
1736273827684, 140077
1736273827784, 140077
1736273827884, 142238
1736273827984, 142238
1736273828084, 142238
1736273828184, 145536
1736273828284, 145536
1736273828384, 145536
1736273828484, 148922
1736273828584, 148922
1736273828684, 148922
1736273828784, 152375
1736273828884, 152375
1736273828984, 154726
1736273829084, 154726
1736273829184, 154726
1736273829284, 158314
1736273829384, 158314
1736273829484, 158314
1736273829584, 161998
1736273829684, 161998
1736273829784, 161998
1736273829884, 165743
1736273829984, 165743
1736273830084, 165743
1736273830184, 169600
1736273830284, 169600
1736273830384, 169600
1736273830484, 173534
1736273830584, 173534
1736273830684, 176211
1736273830784, 176211
1736273830884, 176211
1736273830984, 180284
1736273831084, 180284
1736273831184, 183079
1736273831284, 183079
1736273831384, 185904
1736273831484, 185904
1736273831584, 188772
1736273831684, 188772
1736273831784, 188772
1736273831884, 193164
1736273831984, 193164
1736273832084, 196144
1736273832184, 196144
1736273832284, 196144
1736273832384, 200693
1736273832484, 200693
1736273832584, 203805
1736273832684, 203805
1736273832784, 203805
1736273832884, 208531
1736273832984, 208531
1736273833084, 211749
1736273833184, 211749
1736273833284, 215016
1736273833384, 215016
1736273833484, 215016
1736273833584, 220020
1736273833684, 220020
1736273833784, 220020
1736273833884, 225122
1736273833984, 225122
1736273834084, 228595
1736273834184, 228595
1736273834284, 228595
1736273834384, 233879
1736273834484, 233879
1736273834584, 237487
1736273834684, 237487
1736273834784, 237487
1736273834884, 243014
1736273834984, 243014
1736273835084, 243014
1736273835184, 248631
1736273835284, 248631
1736273835384, 252467
1736273835484, 252467
1736273835584, 252467
1736273835684, 258322
1736273835784, 258322
1736273835884, 262307
1736273835984, 262307
1736273836084, 262307
1736273836184, 268391
1736273836284, 268391
1736273836384, 272553
