1736274049249, 28
1736274049349, 28
1736274049450, 28
1736274049550, 24
1736274049650, 28
1736274049750, 28
1736274049850, 28
1736274049949, 28
1736274050050, 28
1736274050105, 0
1736274050105, 0
1736274050150, 24
1736274050249, 24
1736274050350, 28
1736274050450, 28
1736274050549, 24
1736274050650, 28
1736274050750, 28
1736274050849, 24
1736274050950, 28
1736274051049, 28
1736274051105, 0
1736274051105, 0
1736274051150, 28
1736274051250, 28
1736274051350, 28
1736274051450, 28
1736274051550, 28
1736274051649, 28
1736274051749, 28
1736274051850, 28
1736274051950, 24
1736274052050, 28
1736274052105, 0
1736274052105, 0
1736274052150, 24
1736274052249, 28
1736274052350, 28
1736274052450, 28
1736274052550, 28
1736274052649, 28
1736274052750, 28
1736274052849, 28
1736274052950, 24
1736274053050, 28
1736274053105, 0
1736274053105, 0
1736274053149, 28
1736274053250, 28
1736274053349, 28
1736274053450, 28
1736274053550, 28
1736274053649, 28
1736274053749, 24
1736274053850, 28
1736274053950, 28
1736274054050, 28
1736274054105, 0
1736274054105, 0
1736274054150, 24
1736274054250, 28
1736274054350, 28
1736274054450, 28
1736274054549, 28
1736274054650, 28
1736274054750, 28
1736274054849, 28
1736274054950, 28
1736274055049, 24
1736274055104, 0
1736274055104, 0
1736274055150, 28
1736274055249, 28
1736274055350, 28
1736274055450, 28
1736274055549, 28
1736274055649, 28
1736274055750, 28
1736274055850, 24
1736274055949, 28
1736274056050, 28
1736274056105, 0
1736274056105, 0
1736274056149, 28
1736274056249, 28
1736274056350, 24
1736274056449, 28
1736274056550, 28
1736274056650, 28
1736274056750, 24
1736274056850, 24
1736274056949, 28
1736274057050, 24
1736274057105, 0
1736274057105, 0
1736274057150, 28
1736274057250, 28
1736274057350, 28
1736274057449, 28
1736274057550, 28
1736274057650, 24
1736274057750, 28
1736274057850, 28
1736274057950, 28
1736274058049, 28
1736274058104, 0
1736274058104, 0
1736274058149, 28
1736274058250, 28
1736274058349, 28
1736274058449, 24
1736274058550, 28
1736274058650, 28
1736274058750, 28
1736274058849, 28
1736274058950, 28
1736274059050, 28
1736274059105, 0
1736274059105, 0
1736274059150, 28
1736274059250, 28
1736274059349, 28
1736274059449, 28
1736274059550, 28
1736274059649, 28
1736274059750, 28
1736274059850, 24
1736274059950, 28
1736274060050, 28
1736274060105, 0
1736274060105, 0
1736274060150, 24
1736274060249, 28
1736274060350, 28
1736274060450, 28
1736274060550, 28
1736274060649, 28
1736274060749, 28
1736274060850, 28
1736274060949, 28
1736274061050, 24
1736274061105, 0
1736274061105, 0
1736274061150, 28
1736274061249, 28
1736274061350, 28
1736274061450, 28
1736274061550, 28
1736274061650, 24
1736274061750, 28
1736274061850, 28
1736274061950, 28
1736274062049, 28
1736274062105, 0
1736274062105, 0
1736274062150, 28
1736274062249, 32
1736274062350, 28
1736274062449, 28
1736274062550, 28
